p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
3.62054231642588e-50,0.491425396260367,0.816,0.778,6.76063866746204e-46,0,EEF2
4.33263084195714e-49,0.877931798029334,0.373,0.233,8.09032157118657e-45,0,RP11-347P5.1
1.8631363058726e-48,0.763732401491228,0.614,0.596,3.47903442395591e-44,0,PNRC1
2.00309875649771e-46,0.843476585389459,0.333,0.197,3.74038630800818e-42,0,RARRES3
6.9050547775855e-46,0.784516204380225,0.465,0.344,1.28938087861854e-41,0,GPSM3
2.14044186029315e-44,0.303011858268902,0.988,0.979,3.99684708572539e-40,0,RPS24
4.84408375960477e-44,0.556041598100617,0.726,0.75,9.04535760430998e-40,0,ITM2B
7.01155636897399e-44,0.955606032876574,0.382,0.269,1.30926792077851e-39,0,DNAJB1
1.14022346258014e-43,0.508052859054089,0.682,0.604,2.1291392716759e-39,0,CXCR4
1.5443572316932e-43,0.762126506505869,0.267,0.135,2.88377825874072e-39,0,SLC2A3
5.75240881948813e-43,0.95486747064025,0.467,0.397,1.07414729886302e-38,0,RGS10
4.54316041493144e-42,0.799544772601894,0.376,0.254,8.48344344280148e-38,0,STK4
1.03237184876462e-40,0.571150445980557,0.689,0.671,1.92774795319817e-36,0,SRSF5
1.082711314428e-40,0.820086070437201,0.324,0.204,2.0217468374314e-36,0,OCIAD2
6.20985372115555e-38,0.581012441294271,0.658,0.642,1.15956598535138e-33,0,SNRPD2
3.99121171235198e-37,0.779404012879792,0.376,0.26,7.45278963047485e-33,0,FAM65B
2.54175398051839e-36,0.692843972387088,0.397,0.282,4.74621720782199e-32,0,CD48
6.21310441774822e-34,0.755242552054934,0.307,0.195,1.16017298792613e-29,0,TBC1D10C
5.55221406638518e-33,0.435960863999919,0.711,0.704,1.03676493261611e-28,0,MYL12A
1.79604325684088e-32,0.282805257976298,0.785,0.738,3.35375157349898e-28,0,NPM1
2.89282442768199e-32,0.710909751563303,0.496,0.429,5.40177105381058e-28,0,C6orf48
6.40127754498165e-32,0.778784651460607,0.25,0.146,1.19531055597442e-27,0,ARHGEF1
1.01158856882164e-31,0.753563452592071,0.456,0.394,1.88893933456065e-27,0,CMPK1
1.39766910985606e-31,0.448009674303931,0.721,0.764,2.60986752883422e-27,0,RPL36AL
5.01112778522805e-30,0.680271412052627,0.322,0.219,9.35727891335634e-26,0,IL2RG
1.5862638396329e-28,0.568176087193819,0.567,0.542,2.96203046774651e-24,0,PNISR
2.10172453034988e-27,0.949322285290361,0.256,0.156,3.92455021552233e-23,0,C1orf56
5.11277261447986e-27,0.677151901534944,0.527,0.516,9.54708030301824e-23,0,ANAPC16
6.95133561209785e-27,0.60573553812735,0.515,0.464,1.29802289884703e-22,0,LIMD2
9.81291330794468e-26,0.426843767899873,0.629,0.554,1.83236530199251e-21,0,CORO1A
1.78743222725319e-25,0.758900019195087,0.346,0.266,3.33767219794988e-21,0,CDC42SE2
3.72617213193148e-25,0.619578781984592,0.611,0.595,6.95788122195566e-21,0,JUN
4.41125143211111e-25,0.557641540412881,0.592,0.61,8.23712979918107e-21,0,EIF4A2
1.13448051266067e-24,0.653448121603216,0.615,0.654,2.11841546129127e-20,0,SON
1.65405193968594e-24,0.647229970623454,0.265,0.174,3.08861118697556e-20,0,HMHA1
1.96296986162544e-24,0.697044886834019,0.287,0.202,3.66545362261319e-20,0,G3BP2
3.56905797972823e-23,0.570861712351695,0.457,0.387,6.66450196554653e-19,0,CD44
6.82993863697632e-23,0.337204104583481,0.764,0.75,1.27535444168259e-18,0,HINT1
1.47536031181548e-22,0.586060017170607,0.25,0.163,2.75494031025305e-18,0,CYTIP
2.33240401735664e-22,0.610897376801105,0.304,0.217,4.35529802161005e-18,0,LITAF
5.46477909749533e-22,0.460543371280997,0.666,0.732,1.0204382008753e-17,0,OST4
1.06716421928277e-20,0.684344426791233,0.322,0.252,1.99271574666672e-16,0,STK17A
1.23602645092827e-18,0.682794430580549,0.355,0.31,2.30803219181836e-14,0,NDFIP1
1.44537938057854e-18,0.550100984585169,0.285,0.204,2.6989569173543e-14,0,RHOH
1.00150636933259e-17,0.666650771994553,0.262,0.194,1.87011284345475e-13,0,PCSK7
1.13705808034257e-17,0.567008504722715,0.488,0.487,2.12322855342367e-13,0,APRT
3.6145995765574e-17,0.646416764799634,0.325,0.262,6.74954178930563e-13,0,TSTD1
1.81540065950042e-16,0.489994196668183,0.561,0.57,3.38989765148513e-12,0,SNHG25
2.78836197947143e-16,0.631965041894145,0.258,0.194,5.20670832426701e-12,0,SEPT1
3.18125671870318e-16,0.611984388339239,0.427,0.4,5.94036067083444e-12,0,STK17B
7.98610323873957e-15,0.803386353035849,0.298,0.24,1.49124505776984e-10,0,CDC42SE1
1.25150316627532e-14,0.509990160521449,0.311,0.25,2.33693186238591e-10,0,SEPT9
1.29464277314415e-14,0.549947428046467,0.289,0.229,2.41748645029207e-10,0,ADD3
2.56991337725135e-14,0.377358430233663,0.645,0.68,4.79879924934144e-10,0,PPDPF
2.68512590768509e-14,0.533738373303701,0.451,0.438,5.01393560742037e-10,0,MT-ND4L
8.40955657811171e-14,0.382441240352431,0.606,0.62,1.5703164998308e-09,0,HNRNPDL
3.32899290255825e-13,0.84248614300843,0.28,0.228,6.21622844694702e-09,0,TIPIN
3.88757441347303e-13,0.554763620042093,0.306,0.258,7.25926770227819e-09,0,POLR2J3
4.96334041108816e-13,0.267943424488785,0.696,0.682,9.26804554962492e-09,0,ARHGDIB
5.86930396732061e-13,0.435222140151668,0.49,0.462,1.09597512981778e-08,0,FXYD5
1.34348192134859e-12,0.575940323864865,0.323,0.276,2.50868379173422e-08,0,IRF1
4.58150930423577e-12,0.580549098849965,0.282,0.231,8.55505232379946e-08,0,FNBP1
4.80383199644884e-12,0.545487812055293,0.283,0.233,8.97019548696892e-08,0,RNF213
5.15439408295181e-12,0.415030274806996,0.458,0.442,9.62480007109591e-08,0,IFITM2
1.69914348776646e-11,0.635874715422587,0.325,0.292,3.17281063470631e-07,0,DDX18
5.46657609088363e-11,0.56736498625008,0.425,0.434,1.0207737534507e-06,0,N4BP2L2
6.68504670030981e-11,0.464179988918072,0.295,0.249,1.24829877034885e-06,0,ICAM3
1.07338393293104e-10,0.464602713642013,0.397,0.37,2.00432981796212e-06,0,RAC2
1.4088985135103e-10,0.679575367926124,0.406,0.413,2.63083619427778e-06,0,TNRC6B
1.53901802837186e-10,0.615105300231955,0.348,0.331,2.87380836437877e-06,0,DDX24
5.20152885053533e-10,0.542535032764061,0.279,0.243,9.71281482260462e-06,0,TTC3
6.30317080547234e-10,0.504865451299469,0.257,0.21,1.17699108450585e-05,0,FAM107B
8.34252789534766e-08,0.262721032962391,0.58,0.597,0.00155780023389827,0,ZFAS1
9.75021072755187e-08,0.59558473666056,0.278,0.257,0.00182065684915576,0,MPHOSPH8
1.08808165865851e-07,0.535365183255641,0.315,0.299,0.00203177488121303,0,SVIP
1.26598058266393e-07,0.476849233530433,0.453,0.492,0.00236396554200835,0,UXT
1.35401085129913e-06,0.520960288272166,0.352,0.357,0.0252834446263086,0,EIF4B
1.38900590289865e-06,0.465245663276578,0.274,0.251,0.0259369072248266,0,JAK1
2.33501246388014e-06,0.53528826385186,0.258,0.242,0.0436016877380338,0,TECR
0,2.8189691959348,1,0.871,0,1,HBB
0,2.776660454052,1,0.838,0,1,HBA2
0,2.63294184580781,1,0.818,0,1,HBA1
0,2.07966127028566,0.935,0.304,0,1,IFI27
0,1.82691852714357,0.974,0.342,0,1,ALAS2
0,1.80750671938444,0.986,0.342,0,1,SNCA
0,1.80736120425946,0.903,0.234,0,1,BPGM
0,1.78783482214363,0.736,0.119,0,1,IFIT1B
0,1.58949589857163,0.959,0.372,0,1,BNIP3L
0,1.50105600863227,0.659,0.102,0,1,KRT1
0,1.43957031013052,0.819,0.189,0,1,DCAF12
0,1.39605460096444,0.778,0.174,0,1,GMPR
1.19875350177825e-303,1.49137283782128,0.872,0.324,2.23843241387053e-299,1,MKRN1
4.11998883894586e-291,1.48137682378424,0.905,0.399,7.6932551589636e-287,1,NCOA4
5.55218088404297e-291,1.10191581822332,0.997,0.398,1.03675873647734e-286,1,SLC25A37
6.11895527305329e-290,1.24208403427594,0.997,0.898,1.14259251813724e-285,1,UBB
2.036586139363e-257,1.18650341637092,0.93,0.443,3.80291729803252e-253,1,FKBP8
2.8073706140872e-249,1.21116564249823,1,0.67,5.24220314768502e-245,1,HBD
6.31741290456435e-245,1.15500409081676,0.984,0.524,1.1796505116693e-240,1,HBM
5.40077533882107e-222,1.0265036294833,0.678,0.199,1.00848677901806e-217,1,HBQ1
5.67280165150299e-221,1.07720488340117,0.735,0.245,1.05928225238515e-216,1,RIOK3
3.94432509307897e-220,1.09431894580267,0.906,0.379,7.36523824630636e-216,1,SLC25A39
3.6624758484431e-218,0.923641211431485,0.641,0.176,6.83894115179781e-214,1,FAM46C
3.83258667366913e-217,1.23506219604599,0.9,0.472,7.15658909574237e-213,1,TERF2IP
3.9858225048276e-197,0.796937593122146,0.998,0.585,7.44272636326457e-193,1,AHSP
7.57497538466585e-196,1.03475723979889,0.738,0.259,1.41447515357865e-191,1,STRADB
7.52948117873362e-192,1.05650507229298,0.762,0.302,1.40598002050493e-187,1,GSPT1
2.56889331377765e-191,1.29340378187186,0.859,0.427,4.79689448481701e-187,1,EIF1AY
1.13473260546211e-185,0.902466579439994,0.655,0.219,2.1188861941794e-181,1,ADIPOR1
3.3772805667138e-179,0.879755544415119,0.752,0.255,6.30639600222467e-175,1,FECH
1.63469384972729e-163,0.796332413939787,0.65,0.231,3.05246382559577e-159,1,RNF10
3.13238610331966e-163,1.08747725919582,0.696,0.291,5.8491045707288e-159,1,PITHD1
2.93456248949733e-161,0.973724929119622,0.833,0.411,5.47970853663837e-157,1,C9orf78
1.62840976871581e-159,1.03490437797889,0.916,0.619,3.04072956112304e-155,1,SEC62
1.18381803005833e-148,0.843718896130505,0.649,0.244,2.21054340752791e-144,1,PIP4K2A
4.41718765263013e-146,0.691143435956813,0.941,0.48,8.24821450375623e-142,1,BLVRB
1.16710104709527e-143,0.955003514836626,0.923,0.596,2.17932778524099e-139,1,GUK1
6.77146501447612e-140,0.251811881348722,0.865,0.326,1.26443566215313e-135,1,SLC4A1
9.66905218120779e-137,0.699544393245745,0.526,0.169,1.80550211379693e-132,1,BCL2L1
3.43301628582323e-133,0.555784250280933,0.569,0.185,6.41047131051771e-129,1,TRIM58
6.81626191141151e-122,0.738831963036823,0.656,0.258,1.27280058671787e-117,1,LGALS3
3.56077302267858e-121,0.58637270257201,0.426,0.121,6.64903146524772e-117,1,NFIX
1.34106518657041e-120,0.782678290746379,0.705,0.313,2.50417102288292e-116,1,MAP2K3
4.34684317310272e-118,0.778312478137545,0.801,0.384,8.11686025713471e-114,1,GLRX5
1.12330661308785e-113,0.629014369841029,0.577,0.208,2.09755043861895e-109,1,SELENBP1
3.59288700121904e-110,0.70422764779457,0.747,0.353,6.70899789737632e-106,1,FBXO7
2.9681287399432e-107,0.611537686588649,0.621,0.241,5.54238679609593e-103,1,FAM210B
3.86840399447915e-101,0.557583751599159,0.431,0.139,7.22347077889092e-97,1,LPIN2
4.33366465883661e-101,0.689205196377253,0.697,0.342,8.09225201744559e-97,1,CISD2
3.96298447984525e-99,0.656997603024192,0.735,0.342,7.40008091921503e-95,1,NUDT4
2.95278459000871e-98,0.571913008664835,0.519,0.201,5.51373466492326e-94,1,EPB41
1.04379452588812e-97,0.551638555317014,0.43,0.148,1.94907751819089e-93,1,UBXN6
5.77493513548429e-97,0.59468836546551,0.664,0.3,1.07835363784898e-92,1,MPP1
5.49223666599182e-96,0.523591288179023,0.389,0.122,1.02556535264065e-91,1,SESN3
4.47359112175613e-93,0.667250327903177,0.859,0.52,8.35353670165523e-89,1,GABARAPL2
4.84516638988776e-87,0.613104295759821,0.848,0.489,9.04737919983742e-83,1,BSG
1.9489261144972e-86,0.575155384520407,0.578,0.262,3.63922973360062e-82,1,ISCA1
6.70600158910652e-85,0.517581223757525,0.441,0.165,1.25221167673386e-80,1,MXI1
2.51500419448736e-83,0.530413368473695,0.47,0.183,4.69626733236625e-79,1,RNF11
3.03331664194427e-83,0.494474567071404,0.449,0.167,5.66411216550254e-79,1,DMTN
2.27321613333625e-80,0.548479954688651,0.571,0.268,4.24477648577879e-76,1,PSMF1
8.96854398901587e-80,0.563814275046206,0.562,0.26,1.67469621906893e-75,1,SIAH2
1.56952727942178e-77,0.504260618631884,0.822,0.448,2.93077828886429e-73,1,YBX3
3.59429912953115e-77,0.430683650741621,0.554,0.228,6.71163476457352e-73,1,SMIM1
2.32416659432258e-75,0.440718542750407,0.367,0.125,4.33991628157855e-71,1,TMCC2
6.98253544367962e-72,0.486305940395058,0.934,0.594,1.30384884339829e-67,1,GYPC
7.21887358970808e-72,0.487382659698019,0.474,0.203,1.34798026540619e-67,1,FOXO3
9.60204352184825e-71,0.379411364500504,0.306,0.097,1.79298958683472e-66,1,MARCH2
3.03776681670119e-70,0.419951628802292,0.282,0.088,5.67242197682613e-66,1,YOD1
4.70837615625631e-66,0.467291370705362,0.399,0.159,8.7919507965774e-62,1,TSPAN5
1.96111558226432e-63,0.492138667976755,0.544,0.263,3.66199112676216e-59,1,RBM38
3.08915306898922e-62,0.341967358795611,0.612,0.285,5.76837552572358e-58,1,HAGH
7.62868378895394e-61,0.429279543214882,0.542,0.264,1.42450412391137e-56,1,EMC3
1.40030035867128e-60,0.45931685145359,0.7,0.384,2.61478085974688e-56,1,CCNDBP1
